Date,Close/Last,Volume,Open,High,Low,sentiment
2015-06-24,17.678,36172362,17.7987,17.8233,17.5813,0.0913239837398374
2015-06-25,17.9193,42674874,17.7633,18.094,17.6833,0.1611761627906976
2015-06-26,17.806,57444871,17.926,17.9407,17.7333,0.1624954545454545
2015-06-29,17.468,52071754,17.4633,17.73,17.38,0.1249138028169014
2015-06-30,17.884,46266502,17.6533,18.0613,17.6,0.1570950581395349
2015-07-01,17.9433,31500269,18.074,18.1747,17.8567,0.1230223175965665
2015-07-02,18.668,107333721,18.6797,18.83,18.2207,0.1208604982206405
2015-07-06,18.648,61638854,18.592,18.7793,18.42,0.1073304347826087
2015-07-07,17.8587,91445729,18.3333,18.3467,17.3847,0.0955724210526315
2015-07-08,16.9973,93189103,17.288,17.3867,16.954,0.1039781671159029
2015-07-09,17.1947,49946435,17.272,17.53,17.1193,0.1267095
2015-07-10,17.2767,39078205,17.4813,17.5333,17.188,0.0896337539432176
2015-07-13,17.4773,44270933,17.4833,17.5033,17.07,0.0405382608695652
2015-07-14,17.71,28583521,17.4733,17.7327,17.3673,0.0493770992366412
2015-07-15,17.5427,30102885,17.7827,17.8327,17.472,0.0552547008547008
2015-07-16,17.7787,23973783,17.6147,17.8133,17.544,0.1460624031007752
2015-07-17,18.3107,74950298,18.1667,18.3693,17.8833,0.083353187250996
2015-07-20,18.8173,74546273,18.3333,19.11,18.1693,0.1177670241286863
2015-07-21,17.7847,91374434,18.0033,18.2333,17.77,0.068139801980198
2015-07-22,17.858,46459867,17.418,17.9627,17.3907,0.1403323308270676
2015-07-23,17.8133,33337198,17.9767,17.9933,17.6847,0.0822099999999999
2015-07-24,17.694,42517794,17.8253,18.0727,17.5947,0.1364728110599078
2015-07-27,16.8673,70333075,17.4953,17.6288,16.7193,0.0738005263157894
2015-07-28,17.6547,58189921,17.05,17.6933,16.7892,0.1121135135135135
2015-07-29,17.588,41743269,17.618,17.8593,17.4667,0.1899672839506172
2015-07-30,17.786,30459060,17.5127,17.796,17.474,0.0545891578947368
2015-07-31,17.7433,33270043,17.84,17.9573,17.6749,0.0638688693098384
2015-08-03,17.3327,38207441,17.7527,17.7807,17.138,0.0479306748466257
2015-08-04,17.752,35042262,17.334,17.7813,17.2227,0.105382233502538
2015-08-05,18.0087,89538630,17.572,18.0667,17.36,0.0967695613249776
2015-08-06,16.4087,219267190,16.636,17.0,15.7413,0.0793985815602836
2015-08-07,16.1673,76043992,16.2387,16.2487,15.8927,0.1124682186234817
2015-08-10,16.076,62689574,15.8767,16.198,15.7367,0.0272311258278145
2015-08-11,15.8247,63913348,15.81,15.9533,15.6293,0.1064946666666666
2015-08-12,15.878,55952042,15.6667,15.9847,15.516,0.0705029702970297
2015-08-13,16.1673,70249915,15.9907,16.432,15.9413,0.1150367796610169
2015-08-14,16.21,65410362,16.4827,16.5287,16.118,0.1141650246305418
2015-08-17,16.9993,107525886,17.0373,17.106,16.7007,0.1172693939393939
2015-08-18,17.3813,62790734,17.0253,17.3967,16.904,0.0764923076923076
2015-08-19,17.0167,53984028,17.3553,17.3767,17.0013,0.0684388059701492
2015-08-20,16.1453,73382513,16.804,16.9707,16.1267,0.0552398268398268
2015-08-21,15.3847,98676476,15.7333,16.2533,15.3673,0.0418518518518518
2015-08-24,14.5913,143437188,13.5193,15.4267,13.0,0.0740953068592057
2015-08-25,14.6687,64705153,15.368,15.3933,14.608,0.083455601659751
2015-08-26,14.9893,74269463,15.1953,15.2,14.3673,0.0956061889250814
2015-08-27,16.1993,114686538,15.4,16.3167,15.3873,0.1149729674796748
2015-08-28,16.5653,82609999,16.124,16.7633,16.1047,0.1015980440097799
2015-08-31,16.604,70325560,16.3747,16.9967,16.3673,0.1186241379310344
2015-09-01,15.9087,81658474,16.0227,16.4,15.798,0.0673716814159292
2015-09-02,16.5127,68862821,16.3533,16.5253,15.9853,0.1221168674698795
2015-09-03,16.3713,62772089,16.804,16.8053,16.3333,0.0744410788381742
2015-09-04,16.1287,55311812,16.0593,16.2727,15.88,0.0763053892215568
2015-09-08,16.5447,46948042,16.3367,16.6107,16.27,0.1118244239631336
2015-09-09,16.594,50774690,16.8033,16.95,16.5535,0.1572238461538461
2015-09-10,16.5653,40603090,16.482,16.7149,16.3553,0.0957030487804878
2015-09-11,16.6827,35202012,16.5093,16.6827,16.3153,0.0944846153846153
2015-09-14,16.8793,43284128,16.74,16.95,16.6447,0.0633649253731343
2015-09-15,16.9047,43974083,16.85,16.9733,16.6333,0.0899136170212765
2015-09-16,17.4833,66085557,16.8693,17.5253,16.8587,0.0840084112149532
2015-09-17,17.4713,53628288,17.5973,17.7,17.3793,0.1170331343283582
2015-09-18,17.3747,56409632,17.1973,17.588,17.1667,0.1248096525096525
2015-09-21,17.6133,91719179,17.5987,18.1047,17.0533,0.1003952830188679
2015-09-22,17.396,54909618,17.2687,17.51,17.058,0.0514452586206896
2015-09-23,17.404,38957531,17.4633,17.472,17.1723,0.0913174311926605
2015-09-24,17.5413,51639994,17.302,17.5633,17.0807,0.0981969581749049
2015-09-25,17.1273,56570897,17.774,17.794,17.0767,0.130610546875
2015-09-28,16.562,73396658,17.1567,17.3193,16.4407,0.1228405325443787
2015-09-29,16.4433,55439552,16.6973,16.982,16.364,0.1063057220708447
2015-09-30,16.56,73886228,16.8,16.8267,16.156,0.1105882936507936
2015-10-01,15.992,68523881,16.5007,16.5667,15.8087,0.0828229681978798
2015-10-02,16.5047,66114192,15.7067,16.5133,15.662,0.0998087096774193
2015-10-05,16.41,55267322,16.5893,16.656,16.2753,0.0988472924187725
2015-10-06,16.0973,78520146,16.0,16.202,15.7053,0.0384127147766323
2015-10-07,15.464,102066444,15.7753,15.8467,15.2747,0.03955
2015-10-08,15.1147,91889864,15.3387,15.3813,14.754,0.0801461126005362
2015-10-09,14.7127,92306264,14.7287,14.958,14.5573,0.0215608620689655
2015-10-12,14.372,57242536,14.866,14.8667,14.3513,0.0798062271062271
2015-10-13,14.6167,77522391,14.2187,14.8348,14.0753,0.0917680124223602
2015-10-14,14.4587,46416517,14.7113,14.73,14.362,0.0497817174515235
2015-10-15,14.754,42538779,14.4287,14.782,14.2467,0.0788192214111922
2015-10-16,15.134,64913578,14.8693,15.3654,14.858,0.1404046242774566
2015-10-19,15.2067,37602521,15.1,15.41,14.996,-0.0278813829787234
2015-10-20,14.202,223155188,15.1813,15.24,13.4667,0.0263116161616161
2015-10-21,14.006,62669309,14.1327,14.3207,13.92,0.0086819095477386
2015-10-22,14.1147,42281994,14.104,14.3833,13.96,0.1056087155963302
2015-10-23,13.9393,63396133,14.3333,14.3567,13.846,0.0402539130434782
2015-10-26,14.3507,50823380,14.092,14.392,14.0,0.0816856164383561
2015-10-27,14.0233,52692454,14.3227,14.4733,13.834,0.1131257142857142
2015-10-28,14.1973,40903180,14.0873,14.23,13.8867,0.0466034722222222
2015-10-29,14.1087,26921132,14.1167,14.2499,14.0427,0.0767805714285714
2015-10-30,13.7953,66486462,14.0267,14.1087,13.5927,0.0625882653061224
2015-11-02,14.2527,58867681,13.928,14.3867,13.8147,0.0613147999999999
2015-11-03,13.89,120976305,14.2567,14.296,13.85,0.0833876984126984
2015-11-04,15.442,190702855,15.1333,15.516,15.0133,0.0749125429553264
2015-11-05,15.4513,67424126,15.372,15.639,15.2793,0.0855798994974874
2015-11-06,15.4907,36663942,15.38,15.5573,15.3,0.1542903743315508
2015-11-09,15.022,57692656,15.5327,15.5327,14.954,0.0808024691358024
2015-11-10,14.4333,69186085,14.8987,14.9133,14.4053,0.1083373983739837
2015-11-11,14.6053,50062490,14.518,14.632,14.242,0.0604615
2015-11-12,14.196,43702643,14.5233,14.6,14.1773,0.0465942857142857
2015-11-13,13.8127,51347059,14.1967,14.1993,13.768,0.1162527363184079
2015-11-16,14.2873,43805408,13.7393,14.332,13.72,0.1116705882352941
2015-11-17,14.2667,32224874,14.3467,14.4,14.0933,0.0876192052980132
2015-11-18,14.738,42152979,14.3,14.7587,14.168,0.1402155279503105
2015-11-19,14.7867,37493876,14.7027,15.0793,14.6867,0.0848496551724138
2015-11-20,14.6673,65912952,14.8993,15.0,14.2387,0.0752410526315789
2015-11-23,14.5167,37877921,14.49,14.612,14.312,0.0896301724137931
2015-11-24,14.55,37175816,14.358,14.7333,14.3333,0.1104144385026738
2015-11-25,15.3093,59804145,14.756,15.3883,14.6917,0.1586124555160142
2015-11-27,15.4407,29240280,15.404,15.4833,15.134,0.1154161073825503
2015-11-30,15.3507,38868056,15.4527,15.6187,15.272,0.0049975961538461
2015-12-01,15.8127,55928402,15.404,15.8667,15.4033,0.1155413793103448
2015-12-02,15.466,44709638,15.8,15.9067,15.4153,0.0123315985130111
2015-12-03,15.514,44058473,15.6987,15.83,15.3333,0.0521039408866995
2015-12-04,15.3587,38580191,15.4973,15.5513,15.1773,0.0910795580110497
2015-12-07,15.4087,47112936,15.18,15.7087,15.0767,0.0999089552238806
2015-12-08,15.1147,40233865,15.168,15.2533,14.9467,0.0675714285714285
2015-12-09,14.968,45855517,15.1133,15.1667,14.7147,0.048
2015-12-10,15.138,31051304,14.9807,15.2327,14.9093,0.0976178571428571
2015-12-11,14.468,48886686,15.016,15.05,14.4427,0.1282918918918919
2015-12-14,14.572,42416934,14.5007,14.728,14.3247,0.0397350282485875
2015-12-15,14.7393,33625273,14.788,14.8147,14.5333,0.1514128712871287
2015-12-16,15.634,76506607,14.8067,15.6587,14.7153,0.0959146551724137
2015-12-17,15.5593,49416875,15.596,15.8507,15.321,0.0724259259259259
2015-12-18,15.364,45120832,15.526,15.7267,15.286,0.1054754838709677
2015-12-21,15.504,29273700,15.446,15.722,15.4053,0.1069818181818181
2015-12-22,15.33,29382525,15.666,15.77,15.3087,0.1058575609756097
2015-12-23,15.3133,23265453,15.4787,15.5633,15.2087,0.1408969230769231
2015-12-24,15.3713,10654150,15.3707,15.4587,15.2187,0.1040747368421052
2015-12-28,15.2633,28502551,15.4327,15.4653,15.036,0.1028366666666666
2015-12-29,15.8127,36036552,15.3373,15.848,15.3031,0.1264611570247933
2015-12-30,15.8727,55416692,15.7733,16.2423,15.7114,0.1153410334346504
2015-12-31,16.0007,40707235,15.9007,16.23,15.8913,0.1130452261306532
2016-01-04,14.894,102352599,15.3813,15.4253,14.6,0.066399294117647
2016-01-05,14.8953,47782851,15.0907,15.126,14.6667,0.0569757990867579
2016-01-06,14.6027,56615267,14.6667,14.67,14.3987,0.0720222222222222
2016-01-07,14.3767,53260533,14.2793,14.5627,14.2447,0.0806439759036144
2016-01-08,14.0667,53585373,14.524,14.696,14.0513,0.2002071428571428
2016-01-11,13.8567,61362614,14.2673,14.2967,13.5333,0.0630995884773662
2016-01-12,13.998,46185742,14.1067,14.2493,13.6873,0.0492956043956043
2016-01-13,13.354,61814864,14.134,14.1767,13.3333,0.1482989361702127
2016-01-14,13.7453,97358636,13.4807,14.0,12.892,0.093709
2016-01-15,13.666,79886555,13.2647,13.6713,13.15,0.0805537142857142
2016-01-19,13.648,60469035,13.914,14.0313,13.3853,0.1197325153374233
2016-01-20,13.2467,87391606,13.2933,13.4187,12.75,0.0188635802469135
2016-01-21,13.3313,47466336,13.4367,13.5487,13.0013,0.0856023952095808
2016-01-22,13.5033,46830967,13.6534,13.7,13.2687,0.0872730769230769
2016-01-25,13.092,40431100,13.3373,13.5713,13.0587,0.1141663793103448
2016-01-26,12.904,74353733,13.1133,13.188,12.592,0.0091763546798029
2016-01-27,12.538,53660268,12.8253,12.884,12.3847,0.0623585987261146
2016-01-28,12.6467,68794886,12.7193,12.752,12.1607,0.0758147208121827
2016-01-29,12.7467,42733914,12.6633,12.916,12.5387,0.0902587837837837
2016-02-01,13.1293,79435235,12.584,13.3013,12.1833,0.0786169444444444
2016-02-02,12.1853,86472212,12.828,12.8747,12.0153,0.0223816816816816
2016-02-03,11.5653,118914541,12.2393,12.2627,11.3453,0.0414919661733615
2016-02-04,11.6887,65691597,11.38,11.732,11.1327,0.0765163424124513
2016-02-05,10.84,141517354,11.42,11.5333,10.5163,0.0109587431693989
2016-02-08,9.866,139601240,10.4737,10.4767,9.7333,0.0588673469387755
2016-02-09,9.8833,129594850,9.488,10.6527,9.4033,0.0541375862068965
2016-02-10,9.578,151570274,10.0333,10.3313,9.4493,0.0705713936430317
2016-02-11,10.0313,213553393,10.1333,10.884,9.8,0.0768654685494223
2016-02-12,10.0693,108498906,10.3333,10.4673,9.58,0.0320993220338983
2016-02-16,10.3447,83424528,10.58,10.8633,10.274,0.0916286324786324
2016-02-17,11.2453,87303916,10.6,11.2893,10.4453,0.1208618497109826
2016-02-18,11.118,58246576,11.4947,11.53,10.9847,0.0697254545454545
2016-02-19,11.1053,44337458,10.9107,11.166,10.8333,0.1399904411764705
2016-02-22,11.8493,75830062,11.3413,11.9273,11.3233,0.1231654545454545
2016-02-23,11.814,89744850,11.744,12.1153,11.5787,0.0649358695652174
2016-02-24,11.9333,80780495,11.5167,11.9667,11.1893,0.0512576923076923
2016-02-25,12.4953,85905077,11.91,12.568,11.68,0.0359079439252336
2016-02-26,12.6893,90810870,12.58,12.8,12.3333,0.0936213740458015
2016-02-29,12.7953,67430996,12.8267,13.09,12.6148,0.0632081339712918
2016-03-01,12.4233,100435510,12.95,13.0632,12.18,0.0516006864988558
2016-03-02,12.556,72879429,12.2487,12.568,12.1,0.0560633663366336
2016-03-03,13.0493,72344859,12.552,13.1613,12.2813,0.0566855319148936
2016-03-04,13.4027,97197821,13.2,13.602,13.1667,0.1067702127659574
2016-03-07,13.686,79966415,13.1787,13.98,13.16,0.0585718562874251
2016-03-08,13.5067,62632439,13.5667,13.8333,13.48,0.0557072463768116
2016-03-09,13.9147,48113931,13.6347,13.9582,13.5193,0.131382
2016-03-10,13.6787,77873991,14.0,14.2193,13.3781,0.1186018604651162
2016-03-11,13.8333,50087195,13.862,13.9613,13.6887,0.0425679999999999
2016-03-14,14.3433,60934530,14.1767,14.448,14.0427,0.123795406360424
2016-03-15,14.556,46998427,14.2847,14.598,14.1,0.08696
2016-03-16,14.7953,52678069,14.5333,14.8387,14.468,0.1052754098360655
2016-03-17,15.092,56536217,14.7647,15.2333,14.6667,0.0800897777777777
2016-03-18,15.516,70571380,15.2733,15.632,15.204,0.1144724489795918
2016-03-21,15.888,79335170,15.6893,15.992,15.6667,0.0806249376558603
2016-03-22,15.616,64545748,15.814,15.9327,15.5039,0.082167
2016-03-23,14.8387,74043008,15.4913,15.6487,14.802,0.1106515151515151
2016-03-24,15.1833,74349023,14.3853,15.2592,14.3333,0.1380330383480826
2016-03-28,15.3507,58178956,15.4407,15.654,15.0,0.0914923076923076
2016-03-29,15.342,60090525,15.326,15.492,15.022,0.0482604982206405
2016-03-30,15.126,60385020,15.6727,15.7,15.1,0.093828762541806
2016-03-31,15.318,119634510,15.2893,15.828,15.0007,0.11195
2016-04-01,15.8393,239698530,16.3217,16.5267,15.55,0.1372847826086956
2016-04-04,16.466,200717300,16.608,16.808,16.2427,0.0949140973630831
2016-04-05,17.0313,148971976,16.0333,17.104,16.0,0.0859751584283903
2016-04-06,17.6947,175436312,16.9313,17.8493,16.8967,0.1102942477876106
2016-04-07,17.1467,132683439,17.7633,17.956,16.9673,0.0788447407407407
2016-04-08,16.6713,110290550,17.3667,17.388,16.5347,0.1081478359908883
2016-04-11,16.6613,137345991,16.7333,17.266,16.3533,0.0880005882352941
2016-04-12,16.5213,86330222,16.6333,16.7867,16.242,0.1277953216374269
2016-04-13,16.9687,73823273,16.5673,17.0333,16.4887,0.0812070769230769
2016-04-14,16.7907,61938839,16.8667,17.1226,16.7367,0.059307627118644
2016-04-15,16.9673,56228867,16.754,16.9733,16.608,0.0956757425742574
2016-04-18,16.9253,63948658,16.8153,17.2207,16.7773,0.0459627906976744
2016-04-19,16.4913,95270352,16.8747,16.958,16.0834,0.0442127551020408
2016-04-20,16.6647,77885106,16.4173,16.9107,16.1,0.0869161073825503
2016-04-21,16.5527,41656164,16.5993,16.7267,16.4607,0.0447419491525423
2016-04-22,16.9167,56746862,16.5927,16.9333,16.3807,0.1152151111111111
2016-04-25,16.788,54976293,16.8673,17.1587,16.7173,0.0911944223107569
2016-04-26,16.916,48266661,16.8033,17.0487,16.626,0.1105430769230769
2016-04-27,16.7647,47971551,16.85,17.0,16.6267,0.1290168949771689
2016-04-28,16.514,37733906,16.6567,16.8953,16.496,0.1261994082840236
2016-04-29,16.0507,81077419,16.5427,16.562,15.854,0.0413820512820512
2016-05-02,16.12,57584341,16.1,16.2127,15.6547,0.1331721739130434
2016-05-03,15.488,64444843,15.824,15.9273,15.4413,0.0654993150684931
2016-05-04,14.8373,128249996,15.3527,15.6307,14.6933,0.1059200877192982
2016-05-05,14.102,168725016,15.2307,15.2427,13.986,0.0751944864864865
2016-05-06,14.3287,85255082,14.058,14.4247,13.874,0.0733597122302158
2016-05-09,13.928,71594844,14.3813,14.41,13.7867,0.0799269784172661
2016-05-10,13.9127,61020764,13.8367,13.9647,13.6667,0.0981253846153846
2016-05-11,13.9307,77394561,13.8393,14.3653,13.7367,0.087826936026936
2016-05-12,13.8187,54751098,14.096,14.1113,13.5772,0.1031590361445783
2016-05-13,13.8407,42309219,13.852,14.08,13.78,0.1225683870967742
2016-05-16,13.886,44186288,13.8767,14.21,13.8613,0.0975729411764705
2016-05-17,13.644,42630399,13.9367,13.988,13.6013,0.0675196969696969
2016-05-18,14.078,83290338,13.9433,14.354,13.85,0.0830375931842385
2016-05-19,14.3473,102268779,14.2413,14.4527,13.82,0.061983460949464
2016-05-20,14.6853,134948123,14.466,14.7033,14.4233,0.1104403598971722
2016-05-23,14.4147,76451227,14.658,14.84,14.3907,0.1002811715481171
2016-05-24,14.5273,45139882,14.44,14.5827,14.3453,0.0981230769230769
2016-05-25,14.6387,46969162,14.5273,14.7573,14.434,0.0626839826839826
2016-05-26,15.008,60997650,14.7,15.0173,14.6033,0.069563028169014
2016-05-27,14.8693,54686853,14.9993,15.062,14.7167,0.0926968911917098
2016-05-31,14.882,41800209,14.8693,14.9833,14.7667,0.0556609523809523
2016-06-01,14.6373,44734028,14.7653,14.8267,14.4593,0.0578514403292181
2016-06-02,14.5973,30259170,14.6393,14.6606,14.474,0.0584725190839694
2016-06-03,14.5993,33391633,14.6667,14.796,14.534,0.1304196531791907
2016-06-06,14.712,33639493,14.5333,14.7267,14.3633,0.0300522875816993
2016-06-07,15.4893,92912264,14.816,15.6293,14.768,0.1249809523809523
2016-06-08,15.7013,89476605,15.5867,16.0563,15.507,0.0920053691275167
2016-06-09,15.2907,66813297,15.6653,15.6887,15.1373,0.0310209026128266
2016-06-10,14.586,89918175,15.1593,15.198,14.5615,0.0487292452830188
2016-06-13,14.5247,62817464,14.6333,15.0513,14.5107,0.1112447204968944
2016-06-14,14.3307,53637303,14.592,14.8133,14.1687,-0.0205828767123287
2016-06-15,14.5133,43575008,14.4633,14.7933,14.342,0.0273942857142857
2016-06-16,14.5287,36580362,14.4947,14.536,14.2333,0.0629931506849315
2016-06-17,14.3647,46615987,14.5207,14.666,14.3,0.074748905109489
2016-06-20,14.6467,53246493,14.6333,14.9167,14.5487,0.0896926470588235
2016-06-21,14.6407,42834264,14.712,14.8379,14.5873,0.0914016949152542
2016-06-22,13.1107,355591322,13.298,13.73,13.05,0.0473913516312791
2016-06-23,13.0933,151472774,13.046,13.17,12.8087,-0.0092699594046008
2016-06-24,12.8767,104834183,12.67,13.008,12.6487,0.0640804713804713
2016-06-27,13.2367,108177291,12.724,13.254,12.5247,0.1053091772151898
2016-06-28,13.4527,92384894,13.4593,13.6033,13.294,0.1013493902439024
2016-06-29,14.0127,89806755,13.6753,14.1187,13.5333,0.1157714743589743
2016-06-30,14.152,71916564,14.198,14.2333,13.9347,-0.1424234463276836
2016-07-01,14.4333,80940410,13.7427,14.5493,13.7333,-0.1133935238095238
2016-07-05,14.2653,77547441,13.982,14.3029,13.8667,-0.0221343949044586
2016-07-06,14.296,73654238,14.0,14.3487,13.9333,-0.0520451327433628
2016-07-07,14.396,54050748,14.2067,14.5413,14.2007,0.0232539735099337
2016-07-08,14.452,61006934,14.52,14.654,14.3,0.0293211382113821
2016-07-11,14.9853,80535950,14.664,15.1187,14.634,0.0410009287925696
2016-07-12,14.9767,68608091,14.94,15.1667,14.8813,0.0052248210023866
2016-07-13,14.8353,53110458,15.0333,15.0393,14.686,-0.005988202247191
2016-07-14,14.7687,39868465,14.8747,14.996,14.7367,0.0232826530612244
2016-07-15,14.6933,33462298,14.8347,14.85,14.6427,0.0012756345177664
2016-07-18,15.0833,50918795,14.6427,15.1393,14.5533,0.0994836734693877
2016-07-19,15.0173,45713002,15.0,15.2733,14.9833,0.070220600858369
2016-07-20,15.224,38341766,15.098,15.32,15.0,0.0926216949152542
2016-07-21,14.7,66386307,15.0667,15.1898,14.6067,0.1127872364039955
2016-07-22,14.818,38556911,14.7993,14.9667,14.592,0.098440671641791
2016-07-25,15.334,67192211,14.818,15.426,14.7581,0.086554961832061
2016-07-26,15.3007,51408739,15.1793,15.3333,15.02,0.023925304136253
2016-07-27,15.2327,43305398,15.2893,15.5573,15.128,0.0667340116279069
2016-07-28,15.374,36231912,15.1967,15.384,15.1067,0.1119932692307692
2016-07-29,15.6527,45923587,15.38,15.6853,15.3493,0.0787676991150442
2016-08-01,15.334,60210690,15.7,15.7753,15.292,0.1137895833333333
2016-08-02,15.1467,58930561,15.2913,15.3247,14.76,0.0454603960396039
2016-08-03,15.0527,57131176,15.158,15.3133,14.9473,0.0415474372955289
2016-08-04,15.374,62132294,15.046,15.3907,14.8033,0.0627674267100977
2016-08-05,15.3353,47855106,15.3333,15.4667,15.16,0.0266852017937219
2016-08-08,15.0773,33891958,15.2,15.3067,15.0727,0.0668979695431472
2016-08-09,15.272,32996474,15.1213,15.4358,15.11,0.0322354838709677
2016-08-10,15.0433,35047422,15.216,15.3247,14.9747,-0.0101253012048192
2016-08-11,14.994,28154371,15.078,15.1713,14.894,0.0159794326241134
2016-08-12,15.0407,27177736,15.0273,15.11,14.936,0.0803856164383561
2016-08-15,15.0393,30269445,15.068,15.3,14.9953,0.0075830769230769
2016-08-16,14.9073,33766708,15.0327,15.146,14.894,0.027623
2016-08-17,14.8827,26796107,14.9553,14.9887,14.8533,0.0308658031088082
2016-08-18,14.9007,25489487,14.9213,15.044,14.8193,-0.0246557046979865
2016-08-19,15.0,24879228,14.9027,15.0113,14.8353,0.0599597560975609
2016-08-22,14.862,30925365,14.9447,15.0073,14.8453,0.0585375886524822
2016-08-23,14.9893,71216139,14.9547,15.2327,14.8533,0.0685009523809523
2016-08-24,14.8413,38504186,15.1367,15.1433,14.8147,0.0689772585669782
2016-08-25,14.7307,26403167,14.874,14.92,14.718,0.147694578313253
2016-08-26,14.666,33571288,14.8093,14.857,14.588,0.0479196078431372
2016-08-29,14.3467,48920691,14.6767,14.6933,14.3333,0.0675100591715976
2016-08-30,14.0893,47463306,14.4073,14.4073,14.0347,0.0372913242009132
2016-08-31,14.134,49122785,14.0287,14.1733,13.91,0.0583961240310077
2016-09-01,13.3847,118986601,13.934,14.0733,13.3667,0.0281618025751072
2016-09-02,13.1853,89552265,13.4887,13.5467,13.08,0.0490191489361702
2016-09-06,13.522,65792862,13.268,13.55,13.2667,0.1038281553398058
2016-09-07,13.4473,54568743,13.7,13.7665,13.3807,0.056854296875
2016-09-08,13.1573,50584370,13.3033,13.326,13.0907,-0.011345871559633
2016-09-09,12.9647,56305982,13.2727,13.328,12.9133,0.032380534351145
2016-09-12,13.22,55710707,13.0,13.4246,12.94,0.0808796052631579
2016-09-13,13.07,53747073,13.1373,13.2327,12.8967,0.0848207602339181
2016-09-14,13.094,33842128,13.05,13.195,12.9904,0.0169870431893687
2016-09-15,13.3613,46244107,13.0993,13.5013,13.0933,0.0547333333333333
2016-09-16,13.6933,46563967,13.3613,13.7133,13.2667,0.0494968152866242
2016-09-19,13.756,34474753,13.8,13.962,13.6667,0.0388423529411764
2016-09-20,13.6427,36128322,13.79,13.85,13.594,0.1097728448275862
2016-09-21,13.6813,39469255,13.758,13.8,13.4373,0.0716361403508771
2016-09-22,13.762,35723982,13.76,13.8187,13.5333,0.0689586734693877
2016-09-23,13.83,43561853,13.7327,14.012,13.7113,0.1281989847715736
2016-09-26,13.9327,35900577,13.7667,14.0667,13.7667,0.0689085889570552
2016-09-27,13.7207,50518580,13.9767,13.9988,13.6406,0.1586268817204301
2016-09-28,13.7513,31189844,13.834,13.8833,13.684,0.0352223529411764
2016-09-29,13.38,40710580,13.7067,13.822,13.372,0.0806561403508772
2016-09-30,13.602,38725931,13.4807,13.6653,13.3033,0.115626923076923
2016-10-03,14.2467,89840085,14.1533,14.3779,13.8833,0.0831171875
2016-10-04,14.094,53069268,14.2067,14.2213,13.9213,0.0421100529100529
2016-10-05,13.8973,28086826,14.1493,14.21,13.8747,0.0439046357615894
2016-10-06,13.4,70469020,13.4973,13.614,13.3473,0.0768659400544959
2016-10-07,13.1073,52342174,13.4,13.4213,13.0533,0.089831512605042
2016-10-10,13.3967,49670075,13.4233,13.6093,13.3107,0.0737429553264604
2016-10-11,13.34,34901293,13.4567,13.48,13.2207,-0.012402994011976
2016-10-12,13.434,29536470,13.3967,13.592,13.3613,0.0373666666666666
2016-10-13,13.3493,37427081,13.3667,13.393,13.1367,0.0660923076923076
2016-10-14,13.1007,63982033,13.3773,13.4287,13.0867,0.0406707865168539
2016-10-17,12.9307,67774931,13.1367,13.226,12.8,0.036479365079365
2016-10-18,13.2733,85140647,13.066,13.298,12.884,0.0552865814696485
2016-10-19,13.5707,104492723,13.316,13.7773,13.204,0.0772497807017544
2016-10-20,13.2733,76041112,13.4747,13.5333,13.1367,0.0991538354253835
2016-10-21,13.3393,44053598,13.24,13.438,13.1607,0.1187023148148148
2016-10-24,13.5173,41210139,13.4,13.5964,13.35,0.1357647286821705
2016-10-25,13.4893,36631752,13.5267,13.646,13.4133,0.1107
2016-10-26,13.4827,80203355,13.4,13.546,13.34,0.1379756783919598
2016-10-27,13.6007,196064752,14.0893,14.2467,13.4433,0.0897971252566735
2016-10-28,13.3313,64101808,13.6,13.688,13.322,0.0847919298245614
2016-10-31,13.182,70369765,13.4993,13.4993,13.054,0.1144107296137339
2016-11-01,12.7193,105355057,13.2027,13.2333,12.5403,0.0678554089709762
2016-11-02,12.5347,63633718,12.67,12.8463,12.5003,0.0408837662337662
2016-11-03,12.4947,39668230,12.6,12.7647,12.4693,0.1510495192307692
2016-11-04,12.704,77158686,12.6,12.8973,12.3973,0.1640656682027649
2016-11-07,12.8807,57865201,12.906,12.9527,12.67,0.0684599206349206
2016-11-08,12.996,48793881,12.9193,13.166,12.7507,0.1586856031128404
2016-11-09,12.6707,122496644,12.4583,12.8,12.2633,0.10675375
2016-11-10,12.3567,101194299,12.7367,12.774,12.028,0.041263948497854
2016-11-11,12.5707,59806335,12.2827,12.592,12.2,0.0917664670658682
2016-11-14,12.0967,98218646,12.5333,12.55,11.8793,0.043250243902439
2016-11-15,12.2513,58496116,12.1853,12.4287,12.1367,0.0721513513513513
2016-11-16,12.262,51489994,12.1767,12.3153,12.0807,0.072758064516129
2016-11-17,12.5773,73214498,12.2327,12.6327,12.1407,0.1591138817480719
2016-11-18,12.3347,78097056,12.71,12.8667,12.3333,0.1370501567398119
2016-11-21,12.3013,65338047,12.336,12.5927,12.294,0.1040951351351351
2016-11-22,12.7447,84018528,12.3893,12.7647,12.2473,0.0872358407079646
2016-11-23,12.876,73354238,12.7073,13.0429,12.6,0.0905336917562724
2016-11-25,13.11,35491452,12.9093,13.1492,12.9093,0.0971125827814569
2016-11-28,13.0747,67816196,13.032,13.29,12.97,0.0752309278350515
2016-11-29,12.638,66529647,13.0373,13.1153,12.6333,0.022971746031746
